Model,Test,Few(n),n,Prompt,r,s,ex_selector,bleu,sari_add,sari_keep,sari_del,sari,fkgl,pbert_ref,rbert_ref,F1_bert_ref,pbert_src,rbert_src,F1_bert_src,ppl_mean,ppl_std,LENS,LENS_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,c_ratio,splits,lev_sim,copies,adds,deletes,lex_complexity
bloom-560m,asset-test,asset-valid,3,p1,1,287,random,67.512,1.2287,57.8178,37.9904,32.3456,8.3695,62.7345,72.1001,66.5815,66.4631,70.9931,68.6864,133.4603,141.5973,44.4429,16.7633,90.6119,98.5757,36.9756,80.7649,1.0476,1.1142,0.8486,0.0056,0.208,0.1969,8.5876
bloom-560m,asset-test,asset-valid,3,p1,1,489,random,66.8984,1.472,57.3527,40.0118,32.9455,8.2744,62.017,71.0385,65.753,65.6588,70.3,67.932,133.192,142.3854,44.554,16.0931,91.0261,98.8055,36.7132,79.2417,1.0422,1.1207,0.8418,0.0028,0.2087,0.2079,8.5914
bloom-560m,asset-test,asset-valid,3,p1,1,723,random,68.3972,1.4173,57.4681,35.4484,31.4446,8.7603,64.2632,73.7051,68.2828,68.2517,73.9941,71.0809,129.8328,129.1869,45.6056,15.1698,90.4321,98.5525,37.5133,81.27,1.0695,1.1061,0.8664,0.0056,0.1954,0.1704,8.5742
bloom-560m,asset-test,asset-valid,3,p2,1,287,random,30.6237,2.6744,52.9978,54.4515,36.7079,7.7789,45.8027,60.1437,51.4379,47.3651,55.1636,51.0091,90.2859,162.1848,43.7352,22.9622,83.5919,94.5267,30.5611,72.2156,1.8051,2.1316,0.6389,0.2284,0.4068,0.2353,8.559
bloom-560m,asset-test,asset-valid,3,p2,1,489,random,30.1728,2.4872,50.8416,53.8051,35.7113,7.9793,45.7117,58.1248,50.6279,46.9884,52.7252,49.6504,106.4096,308.8826,41.6165,22.6583,83.555,94.8254,30.7764,73.0932,1.7598,2.1179,0.6404,0.2228,0.4092,0.241,8.5425
bloom-560m,asset-test,asset-valid,3,p2,1,723,random,27.754,2.513,50.6363,54.8486,35.9993,8.2669,42.7049,56.7544,48.2585,43.8509,51.2061,47.2729,84.4732,96.994,42.6742,23.1329,83.1717,95.0029,30.6565,75.2005,1.8663,2.1075,0.619,0.2396,0.4295,0.2427,8.4763
bloom-560m,med-easi-test,med-easi-validation,3,p0,1,287,random,4.3186,1.7,26.8139,76.5141,35.0094,6.7148,-0.9419,4.066,1.5243,4.2159,6.8229,5.4101,70.6671,42.6567,28.8998,14.5601,81.9721,96.6908,22.2515,56.7916,2.0833,2.3533,0.4043,0.05,0.6811,0.501,8.85
bloom-560m,med-easi-test,med-easi-validation,3,p0,1,489,random,5.0834,1.9761,29.731,78.2436,36.6502,6.864,-0.1532,3.4933,1.6644,4.7638,4.874,4.765,72.403,46.08,30.0659,15.8498,82.7653,96.9318,21.8523,55.92,1.8904,2.1661,0.4101,0.04,0.68,0.5316,8.8249
bloom-560m,med-easi-test,med-easi-validation,3,p0,1,723,random,2.9815,1.9764,20.9431,76.5915,33.1704,7.0389,-1.9788,1.2252,-0.3899,2.8479,3.1445,2.9516,75.7572,61.2371,28.5819,15.276,82.5603,97.4179,21.3491,56.038,1.9624,2.2458,0.4016,0.03,0.7093,0.5214,8.8063
bloom-560m,med-easi-test,med-easi-validation,3,p1,1,287,random,9.6034,1.5352,34.5262,72.261,36.1075,5.8329,9.6701,10.9477,10.3373,21.3526,19.2434,20.2871,97.2714,116.9731,32.5692,16.0244,87.0753,98.9179,21.1429,49.5225,1.2681,1.4799,0.5314,0.0,0.5385,0.5132,8.811
bloom-560m,med-easi-test,med-easi-validation,3,p1,1,489,random,9.8103,1.5678,34.5706,71.8456,35.9947,6.0411,8.7213,9.874,9.3277,19.8687,17.8237,18.8282,105.7048,120.5905,31.9664,15.2888,86.8739,99.1048,22.152,51.5367,1.3606,1.4998,0.5164,0.0,0.5488,0.5186,8.7868
bloom-560m,med-easi-test,med-easi-validation,3,p1,1,723,random,6.4605,1.8279,25.3861,69.9755,32.3965,5.6503,7.2085,7.8066,7.5098,18.1385,15.2913,16.698,93.2512,77.2122,32.871,15.4037,86.4824,99.038,20.4534,48.2375,1.2921,1.5329,0.5055,0.0,0.5594,0.527,8.8017
bloom-560m,med-easi-test,med-easi-validation,3,p2,1,287,random,2.5292,1.5437,28.0055,75.6302,35.0598,7.6899,-7.953,5.0269,-1.5189,-1.3746,8.6157,3.5398,47.0261,38.2328,36.8228,15.6665,77.6261,95.6373,12.9209,33.2892,3.9456,4.2113,0.3786,0.0633,0.7663,0.2616,9.2538
bloom-560m,med-easi-test,med-easi-validation,3,p2,1,489,random,2.7791,1.6725,31.444,77.6452,36.9206,7.4274,-7.7553,3.884,-1.972,-3.2332,5.1277,0.8915,60.5031,170.6757,36.4514,16.604,77.2336,95.1625,12.7982,33.6536,4.0002,4.3746,0.3718,0.0467,0.7838,0.2716,9.1408
bloom-560m,med-easi-test,med-easi-validation,3,p2,1,723,random,1.8559,1.6477,23.8996,76.8565,34.1346,7.631,-10.2763,1.7683,-4.318,-5.8819,3.159,-1.4302,54.0779,68.0172,35.5216,15.6688,77.3556,95.3268,11.9899,31.2932,3.9262,4.4468,0.3543,0.03,0.7981,0.2774,9.181
bloom-560m,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,17.7535,1.8508,45.7327,53.3412,33.6416,7.3248,29.3129,38.3871,33.3249,31.7507,37.2968,34.3842,69.1351,72.0042,39.2579,22.984,83.7914,96.6154,27.3484,77.014,2.0662,2.2409,0.5349,0.1484,0.5293,0.3259,8.4669
bloom-560m,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,12.4667,1.6277,40.3647,57.2398,33.0774,7.7047,21.2966,31.6104,25.8029,22.8661,29.6426,26.1214,67.4973,49.8645,35.0269,22.5306,82.2502,95.6435,27.7736,77.22,2.3431,2.4578,0.4834,0.1055,0.5892,0.3429,8.4624
bloom-560m,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,17.7875,1.4956,46.4635,52.2207,33.3933,7.6973,29.5239,38.8569,33.6626,32.3757,38.7323,35.4187,72.8728,75.3881,38.7341,22.8818,82.8349,95.6236,27.9062,76.5594,2.2232,2.3104,0.5456,0.1914,0.5317,0.2999,8.5288
bloom-560m,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,46.0072,1.3147,56.4002,45.2281,34.3144,8.1444,51.8472,56.3008,53.7645,57.1461,59.334,58.2362,103.1371,101.9571,45.3426,18.0804,90.4363,98.967,31.7262,80.6002,1.0243,1.1529,0.7615,0.0117,0.2813,0.3059,8.6349
bloom-560m,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,45.8234,1.3197,55.4355,45.233,33.9961,7.8868,51.4029,55.4727,53.0539,56.5119,57.8513,57.1215,101.9628,89.938,44.8438,17.4889,91.0261,99.078,32.1068,81.1451,1.0943,1.1927,0.7345,0.0039,0.2905,0.3184,8.6899
bloom-560m,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,47.2078,1.166,58.7711,43.0208,34.3193,8.051,53.0907,58.352,55.4368,58.837,61.5859,60.1701,106.9674,120.3567,44.8888,17.758,90.395,98.7117,30.6295,78.8751,1.1359,1.2008,0.7662,0.0039,0.2835,0.2767,8.6404
bloom-560m,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,18.085,1.7866,45.6177,54.4482,33.9508,7.7397,28.8556,37.5764,32.5987,31.2003,36.3531,33.6207,65.7935,57.4455,38.9729,22.6227,84.0025,96.4036,27.7814,77.2749,2.0379,2.0892,0.5347,0.1445,0.529,0.344,8.4921
bloom-560m,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,13.7481,1.5915,41.1955,56.4191,33.0687,7.6963,23.3437,32.7383,27.4531,24.5612,30.9009,27.5923,64.1059,44.4448,37.4748,22.5416,83.3558,96.3834,28.6013,78.532,2.1646,2.4106,0.4943,0.125,0.5715,0.3584,8.4503
bloom-560m,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,19.5654,1.4548,47.0098,51.2117,33.2254,7.8374,31.6841,40.2759,35.499,34.738,40.6034,37.5595,72.5506,77.7369,39.2817,22.5191,83.7234,96.3982,28.8528,77.9039,2.0282,2.1234,0.5655,0.1992,0.512,0.3024,8.5185
bloom-7b1,asset-test,asset-valid,3,p0,1,287,random,65.8991,3.8324,58.7062,48.2831,36.9405,7.8918,76.2561,78.4421,76.37,78.5727,74.8907,76.6338,109.4216,211.9441,57.0732,17.2892,89.8288,98.0826,37.092,82.1717,1.0412,1.2646,0.8181,0.1532,0.164,0.1972,8.517
bloom-7b1,asset-test,asset-valid,3,p0,1,489,random,68.5271,4.0982,58.0987,48.6454,36.9474,8.2163,78.1698,79.6014,77.9926,80.5671,76.0567,78.2355,95.9609,88.4149,57.2958,15.9287,90.097,98.3925,38.1417,82.497,0.973,1.1906,0.8349,0.1448,0.1485,0.1949,8.5278
bloom-7b1,asset-test,asset-valid,3,p0,1,723,random,65.2349,4.5786,58.2048,48.9952,37.2595,8.0787,78.0189,80.5908,78.2733,80.7117,77.1274,78.8171,94.8613,100.4888,56.9968,17.4631,89.6219,98.1794,37.5046,82.9324,1.0661,1.2644,0.8296,0.1365,0.1545,0.186,8.5054
bloom-7b1,asset-test,asset-valid,3,p1,1,287,random,63.6067,3.7126,57.5098,50.6409,37.2877,7.2384,63.8587,71.3652,66.6952,65.7073,68.1352,66.8865,127.0854,130.8093,48.2733,16.3984,90.8675,98.7951,36.8807,79.7764,1.0028,1.2256,0.8166,0.0,0.2226,0.2444,8.5443
bloom-7b1,asset-test,asset-valid,3,p1,1,489,random,66.2143,3.9398,57.0344,50.7921,37.2554,7.5703,64.9519,72.1341,67.6397,66.2967,67.9707,67.1014,139.5544,167.7585,48.1812,16.7971,91.1668,98.6549,37.2384,79.1413,0.979,1.1325,0.8233,0.0,0.2152,0.2508,8.5617
bloom-7b1,asset-test,asset-valid,3,p1,1,723,random,65.098,4.02,57.1332,51.6953,37.6162,7.6073,65.4375,73.0284,68.3143,67.2528,69.3075,68.2599,120.858,101.1365,48.426,15.7537,90.8894,98.6926,37.887,81.4825,0.95,1.1544,0.8262,0.0,0.2167,0.2453,8.5108
bloom-7b1,asset-test,asset-valid,3,p2,1,287,random,60.0211,3.8604,59.5695,47.4231,36.951,7.962,75.1615,79.2425,76.2249,77.426,75.8151,76.5067,104.6194,212.4998,56.9328,16.7144,88.7942,97.6505,34.2448,75.7548,1.2174,1.454,0.818,0.1448,0.1787,0.1721,8.5264
bloom-7b1,asset-test,asset-valid,3,p2,1,489,random,64.3353,4.3863,58.3664,47.0825,36.6117,8.5357,78.2912,80.6472,78.5964,80.8097,77.338,79.0069,92.5648,91.339,57.7135,15.3722,89.672,98.1037,35.7286,77.1069,1.0839,1.3011,0.8414,0.1448,0.1551,0.1697,8.5576
bloom-7b1,asset-test,asset-valid,3,p2,1,723,random,63.5784,4.5192,58.8076,48.6218,37.3162,8.0175,78.0318,81.331,78.6429,80.8778,78.4818,79.5866,96.7666,106.8078,57.4518,16.889,89.1857,97.9015,36.6529,80.9993,1.1189,1.3359,0.8336,0.1226,0.1557,0.1693,8.5243
bloom-7b1,med-easi-test,med-easi-validation,3,p0,1,287,random,7.3506,2.3402,30.4062,72.7054,35.1506,6.0872,10.6946,12.2695,11.4661,21.0727,18.9221,19.9576,75.6227,63.0519,37.042,17.64,84.5672,98.4472,22.0247,55.187,1.5848,1.7788,0.4971,0.03,0.5675,0.4776,8.7777
bloom-7b1,med-easi-test,med-easi-validation,3,p0,1,489,random,8.8696,2.7311,34.3729,74.5278,37.2106,6.1232,12.2628,12.889,12.5812,21.6696,18.2201,19.8878,74.4835,54.3861,36.934,18.6169,84.4859,98.1329,21.2871,53.931,1.4984,1.7307,0.4951,0.0367,0.5663,0.4943,8.7744
bloom-7b1,med-easi-test,med-easi-validation,3,p0,1,723,random,7.2407,2.3238,30.8448,74.5306,35.8997,5.9151,10.9986,10.1375,10.5579,20.3381,16.4434,18.343,92.3248,204.1523,35.8113,17.9018,84.1654,98.0108,20.4306,52.6452,1.489,1.8104,0.483,0.0467,0.5683,0.5062,8.7591
bloom-7b1,med-easi-test,med-easi-validation,3,p1,1,287,random,8.3106,2.1017,31.5708,73.3712,35.6812,5.5216,12.286,12.5526,12.4444,23.0538,19.805,21.4219,98.8197,109.6182,35.754,16.0566,87.3406,99.2279,21.9485,49.4187,1.1974,1.4747,0.5213,0.0,0.5354,0.5262,8.7706
bloom-7b1,med-easi-test,med-easi-validation,3,p1,1,489,random,9.7369,2.3183,34.0314,72.0447,36.1315,5.4827,12.7027,12.7847,12.759,23.8461,20.6323,22.2232,88.4059,57.3965,36.7968,16.4979,86.5818,98.9235,21.7144,50.6533,1.225,1.5055,0.5364,0.0,0.5386,0.5075,8.782
bloom-7b1,med-easi-test,med-easi-validation,3,p1,1,723,random,7.3957,2.3175,28.9288,73.91,35.0521,5.35,9.3044,9.4003,9.3602,18.1805,14.6732,16.3998,92.1267,74.0954,36.222,16.6207,85.7252,98.9161,20.3447,48.5286,1.288,1.5601,0.4973,0.0,0.5742,0.5441,8.7973
bloom-7b1,med-easi-test,med-easi-validation,3,p2,1,287,random,4.7966,1.7846,36.7922,72.3794,36.9854,7.2994,4.9439,14.5927,9.7351,16.6287,22.1794,19.3916,55.4741,64.6939,44.1037,14.4614,80.5326,96.6332,11.8142,27.9314,3.2538,3.6947,0.4869,0.0333,0.6497,0.2415,9.1676
bloom-7b1,med-easi-test,med-easi-validation,3,p2,1,489,random,5.2993,2.0586,39.2948,72.9506,38.1014,7.1184,5.381,14.752,9.9873,16.6963,22.3634,19.4306,61.6224,157.9718,44.8293,15.0815,79.9313,96.2654,11.3251,27.732,3.2896,3.9116,0.4749,0.0367,0.648,0.2423,9.1216
bloom-7b1,med-easi-test,med-easi-validation,3,p2,1,723,random,4.5935,2.0307,36.4927,73.4321,37.3185,7.2615,4.6422,13.1748,8.8773,15.2822,20.5514,17.8814,63.2629,192.9285,43.568,15.3233,78.5225,95.0917,10.2783,25.7486,3.4445,3.9981,0.4628,0.05,0.6521,0.2358,9.1256
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,37.9054,2.8007,56.0285,48.5138,35.781,7.8772,58.8343,60.8888,59.4209,64.2638,63.4757,63.7731,73.393,76.2254,55.0279,17.6077,87.775,97.816,29.0138,78.8593,1.2674,1.5128,0.7233,0.1211,0.3014,0.2562,8.5968
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,38.5894,2.9868,55.9061,53.8987,37.5972,8.0166,57.8761,58.5172,57.6225,61.9714,59.8196,60.8168,79.3477,113.873,55.3476,17.1466,88.7613,98.1454,30.6411,80.6906,1.1749,1.3943,0.703,0.0977,0.3071,0.3013,8.608
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,39.3009,3.1188,55.1189,47.381,35.2062,8.2378,59.303,60.8995,59.608,64.9039,63.6873,64.2246,80.6975,88.5245,53.9049,17.0933,88.9734,97.9783,30.239,80.6709,1.1766,1.3946,0.7309,0.1055,0.2917,0.2723,8.5536
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,43.2908,2.5111,53.2979,50.0514,35.2868,7.4188,54.0473,56.1165,54.756,58.0563,57.3039,57.6507,94.6872,87.4117,50.576,13.8766,90.9795,99.1978,30.7572,79.0091,0.996,1.209,0.7186,0.0,0.3139,0.3467,8.5989
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,43.7832,2.9215,54.8091,53.2797,37.0034,6.6917,54.2327,56.617,55.0712,57.9176,57.0225,57.443,102.4682,94.7142,49.4506,15.8958,90.6834,98.7641,31.2639,79.8613,0.9838,1.2699,0.7171,0.0,0.3077,0.3519,8.6042
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,43.3651,2.4236,54.9613,47.6825,35.0225,7.4641,54.8346,58.1992,56.0979,59.9505,60.4488,60.1545,95.1523,79.3022,49.8514,15.8406,90.2221,99.0682,30.1979,79.1273,1.1236,1.2318,0.7343,0.0,0.2982,0.3136,8.5938
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,38.4792,2.8298,57.1684,48.2216,36.0733,8.2352,60.2275,62.6036,61.0258,66.0707,65.7891,65.8352,72.4089,71.2658,55.0288,17.1763,88.2294,97.9119,29.638,79.824,1.2894,1.4956,0.7315,0.1133,0.2992,0.2486,8.5631
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,38.829,2.9958,57.4367,51.3714,37.268,7.8311,59.6023,61.3775,59.8885,64.5551,63.539,63.9268,75.5653,102.7487,54.545,18.0067,87.8706,97.4928,29.5383,79.0415,1.2696,1.4831,0.7169,0.1133,0.2887,0.2682,8.5795
bloom-7b1,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,39.888,3.0955,57.8453,44.1121,35.0176,7.8061,61.2845,63.976,62.0983,67.6446,68.0032,67.7368,84.8461,125.661,52.9105,19.3707,87.875,97.8145,29.1882,78.4227,1.2542,1.5721,0.7556,0.1211,0.2742,0.2271,8.5435
bloomz,asset-test,asset-valid,3,p0,1,287,random,77.4119,5.2711,60.8056,46.7357,37.6041,8.163,82.4455,83.2643,82.0633,85.1753,80.8092,82.9733,102.5231,132.7825,60.7431,14.6194,90.6646,98.8326,38.5778,83.659,0.9434,1.1602,0.8635,0.156,0.1146,0.1633,8.5396
bloomz,asset-test,asset-valid,3,p0,1,489,random,77.4904,5.6085,60.0649,49.1045,38.2593,8.1488,82.5925,82.5891,81.6128,84.9693,79.6298,82.2693,108.4951,136.1485,61.2335,14.5565,90.9376,99.1291,39.2368,84.2157,0.9213,1.1277,0.8595,0.1476,0.1184,0.1862,8.5227
bloomz,asset-test,asset-valid,3,p0,1,723,random,79.1273,5.3806,60.732,46.9666,37.6931,8.2482,83.7336,84.1059,83.0826,86.2599,81.2352,83.7104,110.3512,176.5394,61.6665,14.0316,90.7853,98.8597,38.8342,85.1153,0.9204,1.1163,0.8706,0.1866,0.1045,0.1671,8.493
bloomz,asset-test,asset-valid,3,p1,1,287,random,64.8958,5.5066,58.214,53.2029,38.9745,7.2561,66.7082,74.5288,69.9715,68.5954,72.9371,70.7706,125.1469,134.9888,49.9503,15.2964,90.797,98.9343,37.1782,79.9032,0.9724,1.1964,0.835,0.0,0.2236,0.2234,8.5342
bloomz,asset-test,asset-valid,3,p1,1,489,random,67.6157,5.6154,58.3371,52.2515,38.7347,7.5345,67.9476,75.0962,70.775,69.5916,73.1143,71.3549,124.7161,119.0735,49.9333,14.7285,91.1678,99.2492,37.6508,80.4683,0.9604,1.1555,0.8495,0.0056,0.2115,0.2227,8.5318
bloomz,asset-test,asset-valid,3,p1,1,723,random,68.3693,5.796,59.5393,51.4602,38.9318,7.7639,68.9448,76.8216,72.1483,70.7991,75.0126,72.9043,132.5706,227.4771,50.606,14.0449,90.8135,98.9932,37.3471,81.5807,0.9654,1.1428,0.8535,0.0028,0.207,0.2085,8.4995
bloomz,asset-test,asset-valid,3,p2,1,287,random,70.1079,5.3271,60.4442,47.6721,37.8144,8.0066,81.6431,82.5763,81.3581,84.3668,80.1869,82.2491,97.9851,115.0314,61.2581,12.9597,90.4859,98.7671,35.8351,77.0689,1.0827,1.3245,0.8555,0.1643,0.1242,0.153,8.5726
bloomz,asset-test,asset-valid,3,p2,1,489,random,71.7519,5.2289,60.4402,46.6244,37.4312,8.2247,81.8912,82.7835,81.4754,84.9521,80.635,82.7683,98.3221,108.3106,60.5733,13.118,90.3707,98.75,36.213,78.3954,1.0168,1.2614,0.8633,0.1532,0.1227,0.1573,8.5571
bloomz,asset-test,asset-valid,3,p2,1,723,random,76.271,5.5056,61.5159,45.8908,37.6374,8.5687,83.3714,85.249,83.3486,86.4308,83.2799,84.851,97.9277,118.3752,61.37,13.2838,90.7762,98.9493,38.264,83.6029,0.9756,1.1685,0.8751,0.195,0.1163,0.1485,8.541
bloomz,med-easi-test,med-easi-validation,3,p0,1,287,random,11.3852,2.2771,40.1582,73.5573,38.6642,5.2604,20.0563,16.9403,18.4994,34.3774,26.7101,30.5273,101.1683,259.2514,42.6979,20.0745,88.5616,99.5264,22.6958,49.6854,1.0294,1.3872,0.5712,0.06,0.4399,0.491,8.7712
bloomz,med-easi-test,med-easi-validation,3,p0,1,489,random,10.9702,2.5529,37.2729,71.9211,37.2489,5.3141,18.5968,15.5351,17.0917,33.125,25.9354,29.5028,86.0157,55.2973,40.9618,19.1386,87.3035,98.9884,22.2537,49.6801,1.0464,1.4429,0.5586,0.0467,0.4624,0.5021,8.777
bloomz,med-easi-test,med-easi-validation,3,p0,1,723,random,9.3465,2.6521,33.6602,72.732,36.3481,5.2432,16.4743,12.9317,14.7176,30.3466,22.4988,26.3919,95.9083,194.4161,39.8617,19.5624,87.6457,99.0427,21.2376,47.2476,1.057,1.4693,0.5397,0.0467,0.4842,0.5221,8.7517
bloomz,med-easi-test,med-easi-validation,3,p1,1,287,random,10.2882,2.3929,36.9712,73.4328,37.599,4.8138,16.5266,15.7255,16.1627,28.6691,24.1261,26.3994,100.1656,108.4056,38.4361,17.8166,88.0201,99.4376,21.9897,47.1396,1.0527,1.4613,0.5657,0.0,0.4892,0.5088,8.8174
bloomz,med-easi-test,med-easi-validation,3,p1,1,489,random,11.2384,2.4536,36.8858,70.741,36.6935,5.1969,15.6303,15.8653,15.7845,30.4948,27.0068,28.7648,109.3934,167.4702,37.8005,17.2272,88.0324,99.422,22.5517,50.0819,1.0752,1.4376,0.5848,0.0,0.4799,0.4849,8.759
bloomz,med-easi-test,med-easi-validation,3,p1,1,723,random,9.3407,2.3742,32.9069,71.6282,35.6364,4.7302,13.8828,12.8018,13.3831,26.8798,21.7756,24.332,105.6959,106.778,36.4227,17.477,87.4398,99.3081,20.5758,45.4226,1.0527,1.5063,0.5537,0.0,0.5065,0.5314,8.77
bloomz,med-easi-test,med-easi-validation,3,p2,1,287,random,5.7119,1.7204,37.2648,70.9314,36.6389,7.0994,11.29,16.9499,14.1109,27.9436,28.8972,28.4288,73.747,259.9207,48.5175,15.1663,83.0192,97.1702,10.3119,21.917,2.8309,3.4002,0.545,0.08,0.5455,0.2598,9.1762
bloomz,med-easi-test,med-easi-validation,3,p2,1,489,random,6.3672,1.7791,40.3136,70.5924,37.5617,7.104,10.192,16.9472,13.5394,25.4538,27.928,26.6626,61.4935,61.0431,47.5996,14.1988,82.2137,96.8953,10.5291,23.3599,2.9477,3.5707,0.5341,0.0733,0.5634,0.2404,9.1019
bloomz,med-easi-test,med-easi-validation,3,p2,1,723,random,5.1196,1.7144,34.8934,70.198,35.6019,7.0314,8.3674,13.7313,11.0409,23.9934,24.6683,24.3301,73.1547,199.6589,46.8904,14.7992,82.4081,96.8651,9.4922,20.8133,3.0111,3.7056,0.513,0.0567,0.5735,0.2669,9.1675
bloomz,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,50.0924,4.3444,58.5448,49.8405,37.5766,7.9531,70.3852,67.603,68.6342,76.1552,70.163,73.1068,77.457,68.0824,62.6327,13.0185,91.7504,99.4872,31.7536,82.4138,0.9223,1.1499,0.772,0.0898,0.1969,0.2839,8.5964
bloomz,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,50.6036,3.7053,58.7239,49.2532,37.2275,8.1455,70.0413,66.987,68.0823,75.9673,70.0575,72.9725,79.7496,106.0236,62.2255,13.7105,92.2273,99.4707,31.8506,82.2326,0.9205,1.0883,0.7809,0.0781,0.1921,0.2779,8.605
bloomz,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,53.0093,4.3465,60.3767,48.0112,37.5781,8.2859,70.9448,68.0101,69.0588,76.8773,71.6045,74.2172,79.9204,77.7001,62.4241,12.885,91.879,99.4662,32.1423,83.1215,0.9265,1.1196,0.7917,0.1211,0.1818,0.258,8.6043
bloomz,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,47.2968,4.5127,57.0389,49.4165,36.9894,7.4966,62.0128,65.079,63.2708,67.4866,68.3683,67.9252,107.74,114.8293,52.2617,15.0019,91.4167,99.5292,31.1582,79.5202,0.9578,1.2065,0.791,0.0,0.2578,0.2886,8.656
bloomz,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,45.8511,3.9513,56.472,50.3679,36.9304,7.4501,61.8454,64.7373,62.9956,67.5771,68.0912,67.8361,103.2602,98.5632,51.9132,15.2252,91.311,99.5915,31.4155,79.6813,0.9331,1.185,0.7846,0.0,0.2526,0.2959,8.6154
bloomz,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,46.7854,3.7617,55.9749,49.1528,36.2964,7.3632,62.2383,64.6657,63.1721,67.2776,67.9496,67.6102,104.1277,156.4678,53.8854,14.3931,91.6127,99.4646,31.461,79.3325,0.9353,1.1908,0.7831,0.0039,0.249,0.2923,8.6153
bloomz,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,52.5551,4.6095,58.7707,47.0208,36.8003,8.2264,71.7634,69.0086,70.0256,77.718,72.2299,74.9225,81.9885,82.0199,62.3115,14.1788,91.8515,99.4296,31.4758,82.2038,0.9382,1.1362,0.7936,0.1211,0.1859,0.2622,8.5909
bloomz,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,50.574,3.7872,59.0744,49.6258,37.4958,8.3958,70.3052,67.8233,68.6263,76.6236,71.1499,73.8516,85.3292,108.2623,60.6905,13.9532,92.0032,99.5277,32.475,82.6057,0.928,1.1342,0.7893,0.0781,0.1892,0.2689,8.5779
bloomz,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,51.982,3.5822,59.8461,47.2366,36.8883,8.6172,71.6468,69.1085,69.9901,78.3903,73.2867,75.799,75.6713,74.6647,63.2213,12.4309,91.9349,99.395,31.7123,82.0208,0.9573,1.1389,0.8074,0.1094,0.1839,0.2429,8.5951
bloomz-1b1,asset-test,asset-valid,3,p0,1,287,random,75.3508,2.3715,57.8801,47.0954,35.7823,8.1178,77.7521,76.9912,76.2986,80.8723,72.8583,76.7604,116.3585,130.0372,54.4624,19.4888,91.064,98.351,39.1538,83.1843,0.9058,1.107,0.8296,0.3175,0.114,0.2203,8.4695
bloomz-1b1,asset-test,asset-valid,3,p0,1,489,random,75.7541,2.2808,57.5651,45.8618,35.2359,8.1909,77.0301,76.0665,75.385,80.9569,73.3801,77.0702,123.6048,148.4663,54.7236,17.989,91.3004,98.4715,39.7254,83.6738,0.9007,1.0833,0.8304,0.3343,0.1118,0.2227,8.5613
bloomz-1b1,asset-test,asset-valid,3,p0,1,723,random,74.6062,2.4434,57.3087,44.9944,34.9155,8.363,77.9843,77.4005,76.565,82.0177,74.5384,78.1628,131.1107,168.6793,53.6585,19.2198,91.1997,98.3799,39.5175,85.116,0.9128,1.1033,0.8338,0.3231,0.1105,0.2112,8.5048
bloomz-1b1,asset-test,asset-valid,3,p1,1,287,random,67.708,2.2726,56.9255,46.1343,35.1108,8.1827,64.0301,71.314,66.7924,67.1675,69.3978,68.2733,132.3589,152.5075,46.1643,17.0132,91.6192,99.1077,38.049,81.5625,0.9687,1.0843,0.8335,0.0195,0.2067,0.2331,8.5888
bloomz-1b1,asset-test,asset-valid,3,p1,1,489,random,68.9614,2.3847,57.3425,43.7582,34.4951,8.2408,64.4078,71.8363,67.171,67.548,70.181,68.8492,129.7976,138.0948,44.8939,15.9175,90.8923,98.8895,37.6605,81.0685,0.9756,1.0752,0.8413,0.0084,0.204,0.2229,8.5374
bloomz-1b1,asset-test,asset-valid,3,p1,1,723,random,70.6649,2.6423,58.1147,44.4234,35.0601,8.1857,66.1838,73.4831,68.9507,69.5784,72.0132,70.7855,130.3174,173.487,46.5174,15.6931,91.3481,98.7365,38.0775,82.4474,0.9608,1.0752,0.8481,0.0251,0.1881,0.2168,8.5556
