Model,Test,Few(n),n,Prompt,r,s,ex_selector,bleu,sari_add,sari_keep,sari_del,sari,fkgl,pbert_ref,rbert_ref,F1_bert_ref,pbert_src,rbert_src,F1_bert_src,ppl_mean,ppl_std,LENS,LENS_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,c_ratio,splits,lev_sim,copies,adds,deletes,lex_complexity
openai-text-ada-001,med-easi-test,med-easi-validation,3,p2,1,723,random,19.4814,1.6522,47.1102,58.0119,35.5914,10.5676,32.891,35.2137,34.0024,63.8815,59.4099,61.4952,264.5466,2052.1655,42.7588,21.9186,89.4021,98.2862,33.8649,82.1139,1.2292,1.0442,0.7392,0.1433,0.2603,0.2753,8.8791
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,53.8781,2.378,59.1556,41.6438,34.3925,8.7795,61.2092,62.5209,61.5014,67.6924,65.6882,66.6199,106.443,164.4806,50.3308,21.4768,90.767,98.8203,31.3571,81.1077,0.9958,1.0576,0.7724,0.1758,0.2155,0.2688,8.5554
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,53.4438,2.5161,61.455,46.6621,36.8777,8.7709,64.9997,63.9521,63.9622,71.62,66.6742,69.0932,101.9675,108.5844,53.3006,20.9547,91.2465,98.5428,31.3707,81.9463,0.9789,1.0639,0.7775,0.1914,0.194,0.256,8.4793
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,55.1505,1.8231,59.421,40.0639,33.7693,8.6925,63.119,63.1521,62.7368,70.6024,67.6902,69.0768,310.4556,2913.9604,53.2535,20.3344,91.2295,98.0419,31.5521,81.5733,1.0259,1.0932,0.7753,0.2188,0.1988,0.2539,8.4933
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,42.4913,2.3102,55.8631,47.7905,35.3213,7.6815,47.3894,54.4307,50.5404,52.202,56.3669,54.2393,136.1675,213.8772,41.1999,18.8341,89.0923,98.1086,30.4696,78.0172,1.1237,1.2533,0.7109,0.0117,0.3522,0.3209,8.4815
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,43.8149,2.1715,57.0647,48.1013,35.7792,7.5327,50.1048,56.8315,53.2007,55.6221,59.9979,57.794,128.2559,139.6304,41.7509,19.5874,88.9571,98.2358,30.2603,78.1755,1.0737,1.238,0.7371,0.0078,0.3288,0.2998,8.5528
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,45.364,1.9961,58.8643,41.3926,34.0844,8.4251,49.2188,58.6141,53.5905,54.9866,62.807,58.8401,155.2173,394.8867,38.9588,20.2287,88.4203,98.1062,30.2322,77.7087,1.199,1.2292,0.7448,0.0117,0.3321,0.2511,8.5144
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,58.015,2.3428,61.0433,36.9812,33.4558,8.5963,67.7088,67.6037,67.3376,75.8103,72.9449,74.3356,122.3835,456.2833,54.7397,19.9902,90.8912,98.8998,31.1887,81.2267,0.9883,1.0954,0.8189,0.2422,0.1683,0.2093,8.5131
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,63.0046,2.0391,64.2302,35.9264,34.0652,8.7518,72.3367,71.3891,71.4871,80.9447,77.5826,79.2113,96.4097,146.3119,55.785,18.7116,91.3283,99.2068,32.1053,82.7699,0.9786,1.0811,0.8564,0.293,0.1316,0.1735,8.5625
openai-text-ada-001,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,63.3361,2.1857,66.4365,38.5927,35.7383,8.6262,72.0018,72.8708,72.1607,80.0565,78.3649,79.1597,95.4261,133.9406,54.6417,19.4283,90.756,98.5079,31.1191,81.2001,1.0138,1.1224,0.8492,0.2852,0.1506,0.1686,8.5545
openai-text-babbage-001,asset-test,asset-valid,3,p0,1,287,random,77.5323,4.4344,60.783,48.6372,37.9515,8.7862,82.8746,83.1391,82.002,84.4989,78.422,81.4026,99.4566,113.266,61.5357,14.1772,91.274,98.8581,39.8944,85.8566,0.9342,1.0734,0.8452,0.1588,0.1134,0.1858,8.5431
openai-text-babbage-001,asset-test,asset-valid,3,p0,1,489,random,78.5969,4.5755,60.5241,49.1553,38.085,8.6326,83.0101,82.3484,81.6562,84.2574,77.2545,80.6866,103.6635,122.1023,60.7856,15.2108,91.0104,98.8032,39.9669,85.381,0.9081,1.0539,0.8432,0.117,0.111,0.2015,8.5247
openai-text-babbage-001,asset-test,asset-valid,3,p0,1,723,random,76.9721,4.6799,60.2768,50.6139,38.5235,8.3855,82.1924,82.0339,81.1142,83.6377,76.4529,79.9747,98.9586,112.163,61.5926,14.7001,91.5936,98.9281,39.8068,85.652,0.9107,1.097,0.8406,0.1448,0.1126,0.1994,8.5293
openai-text-babbage-001,asset-test,asset-valid,3,p1,1,287,random,65.5394,4.5878,58.3798,50.1997,37.7224,8.4358,65.2858,73.9182,68.6311,67.1651,70.8735,69.0017,134.1243,349.5006,48.5917,16.4263,90.1819,98.4562,36.9952,80.5984,1.0122,1.0956,0.8236,0.0,0.2305,0.22,8.5012
openai-text-babbage-001,asset-test,asset-valid,3,p1,1,489,random,66.6795,4.6355,58.8328,50.2184,37.8956,8.2904,66.3702,75.2599,69.795,68.1144,72.1236,70.0938,118.0973,126.009,50.5965,15.1517,90.4966,98.8994,37.7635,81.5492,1.0097,1.1089,0.8282,0.0028,0.2296,0.2203,8.5547
openai-text-babbage-001,asset-test,asset-valid,3,p1,1,723,random,66.417,4.8323,58.8025,49.7054,37.7801,8.2525,66.065,74.5155,69.3385,68.024,71.8554,69.9184,118.5016,118.0213,47.9329,15.5825,89.9967,98.7716,37.2329,81.2388,1.0206,1.1123,0.8208,0.0,0.2333,0.2158,8.5509
openai-text-babbage-001,asset-test,asset-valid,3,p2,1,287,random,80.2141,5.0635,61.403,48.7435,38.4033,8.6274,83.8067,83.9638,82.8868,85.3633,78.8399,82.0399,98.4252,119.8202,61.9468,13.6543,91.4137,98.8576,39.8993,85.5978,0.926,1.0641,0.8565,0.1532,0.1051,0.1807,8.5248
openai-text-babbage-001,asset-test,asset-valid,3,p2,1,489,random,78.3,5.2165,61.0611,50.5327,38.9368,8.6346,83.0649,83.4375,82.1729,84.2227,77.8161,80.9574,94.9056,106.0707,61.5095,13.5964,91.1375,98.8879,39.5317,85.4695,0.922,1.0664,0.8445,0.1337,0.1164,0.192,8.5562
openai-text-babbage-001,asset-test,asset-valid,3,p2,1,723,random,78.4839,4.6167,60.6154,48.7335,37.9885,8.6762,83.4377,83.09,82.3135,85.1758,78.1706,81.612,100.9042,101.9579,60.7022,14.8842,91.337,98.921,39.8411,85.7349,0.9085,1.0578,0.8552,0.1142,0.1065,0.1936,8.5307
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p0,1,287,random,16.603,3.3194,43.4629,61.4965,36.093,10.4654,36.6419,36.9891,36.7384,64.8343,59.0973,61.8148,240.2955,2658.4312,55.0081,15.596,89.7084,98.629,30.8237,79.3448,1.0949,1.0126,0.6981,0.08,0.2889,0.3107,8.8697
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p0,1,489,random,16.9779,2.905,43.794,60.0983,35.5991,9.9138,37.7667,36.8287,37.2406,67.7321,61.0351,64.2548,103.1893,271.1458,53.7604,17.3353,89.1027,98.1553,30.65,78.5612,1.034,1.03,0.7213,0.0867,0.2755,0.3004,8.8617
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p0,1,723,random,16.7987,3.4153,44.9839,64.1424,37.5139,10.1336,37.4887,37.8086,37.5887,64.5281,58.3372,61.2927,118.2899,589.573,55.7438,16.7907,88.7446,98.1302,30.0147,77.8335,1.1311,1.0523,0.6968,0.0467,0.3038,0.32,8.8512
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p1,1,287,random,15.6954,3.0859,43.4569,62.0966,36.2131,10.2509,28.6489,35.3303,31.9259,51.3946,54.8398,53.0293,94.7559,133.9053,45.9415,14.9206,86.9724,98.198,27.7375,73.7738,1.3837,1.1271,0.6736,0.0033,0.4074,0.2824,8.8617
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p1,1,489,random,15.1427,2.7828,43.3506,62.386,36.1731,10.0821,27.9358,34.4032,31.1244,50.0593,53.6228,51.7734,80.2085,85.3588,45.8859,16.0886,86.2527,97.6402,27.5568,73.1888,1.3406,1.1434,0.6632,0.0,0.4189,0.2956,8.8959
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p1,1,723,random,15.3897,2.7711,44.2361,60.5609,35.856,10.2239,28.239,35.5354,31.8486,50.842,54.9962,52.8544,109.8151,359.0693,44.7678,16.4067,85.0894,97.3017,27.4014,73.2887,1.4053,1.1731,0.6746,0.0033,0.4158,0.2716,8.8848
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p2,1,287,random,16.6797,3.372,43.0514,59.7429,35.3888,10.3144,38.0529,37.865,37.8913,68.0982,61.2771,64.5648,93.372,141.8765,54.7245,16.147,89.4621,98.6169,30.4276,78.8183,1.0643,1.0279,0.72,0.09,0.2762,0.2941,8.8517
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p2,1,489,random,18.2148,3.2817,46.1912,61.7698,37.0809,10.4378,37.8329,38.6468,38.1871,67.0912,62.5585,64.7297,78.6081,81.9744,54.4223,15.5124,88.843,98.3174,30.848,78.3638,1.1123,1.0429,0.725,0.0667,0.2832,0.2881,8.8664
openai-text-babbage-001,med-easi-test,med-easi-validation,3,p2,1,723,random,17.7012,3.4542,45.8608,62.6701,37.3284,10.7205,37.6059,38.0775,37.7812,65.4771,59.807,62.5141,87.0567,201.9343,52.5689,17.2913,88.7223,97.9593,30.2172,78.5852,1.1333,1.0295,0.7066,0.0567,0.2971,0.2985,8.8584
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,45.7778,3.6106,55.2938,50.4617,36.4554,8.2479,64.8856,59.5754,61.6934,70.1757,60.725,65.3666,77.0484,88.3758,62.5025,13.9475,91.8527,98.7731,31.0268,81.901,0.9034,1.0804,0.7151,0.0547,0.2205,0.3377,8.5449
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,44.679,3.8174,54.0498,50.1285,35.9985,8.295,64.7339,59.0125,61.3876,70.5279,61.1515,65.7589,89.374,297.0957,62.1628,13.5097,91.7369,99.2474,31.0321,81.9249,0.9086,1.0843,0.7272,0.0469,0.2222,0.3362,8.5583
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,45.5244,3.474,54.6114,50.0239,36.0364,8.1361,65.2195,59.123,61.6788,70.5256,60.8362,65.6036,76.0278,86.0499,63.4075,12.0456,92.312,99.2925,31.0621,81.59,0.8887,1.0694,0.7274,0.0547,0.2163,0.3373,8.5483
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,40.2932,2.9223,52.1782,47.0205,34.0403,8.3553,53.1312,56.3597,54.3404,58.3689,58.9308,58.619,92.5542,170.6803,52.2415,14.8782,90.227,98.8951,29.5137,77.6981,1.076,1.1642,0.6989,0.0039,0.3323,0.3309,8.5505
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,41.3181,3.1177,53.8013,50.0709,35.6633,7.9273,54.6269,57.2734,55.5937,59.3512,59.7824,59.5675,95.8195,101.8444,52.1601,15.746,89.9049,98.8334,30.1116,77.8701,1.0393,1.2048,0.7141,0.0,0.335,0.3358,8.5768
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,41.354,3.1115,53.5474,48.8643,35.1744,8.0953,54.653,57.9456,55.877,58.6422,59.7359,59.1768,86.1493,78.9686,51.712,16.4071,89.7619,98.843,28.9216,77.0653,1.1015,1.1792,0.7037,0.0,0.3342,0.3181,8.5515
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,46.6705,3.6337,56.3204,50.8671,36.9404,8.4984,65.0778,61.0757,62.6206,70.017,62.8084,66.3591,75.0443,78.0244,61.4003,14.1444,91.4574,99.1613,30.8263,80.7474,0.9276,1.0935,0.7311,0.0547,0.2349,0.3222,8.5361
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,44.9782,3.9179,54.6622,50.2076,36.2626,8.2349,65.1928,60.7181,62.4593,70.3195,62.529,66.3567,80.9962,105.8126,60.5246,15.661,91.6755,99.1088,30.621,81.1522,0.9449,1.1245,0.7306,0.0273,0.2312,0.3196,8.5732
openai-text-babbage-001,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,48.5355,3.5823,56.5806,47.8873,36.0167,8.2321,66.6754,61.9425,63.9033,72.327,64.6298,68.4219,77.3206,81.5003,60.8059,15.0341,91.296,98.901,30.6664,81.2447,0.9297,1.1147,0.747,0.0664,0.2239,0.3062,8.5347
openai-text-curie-001,asset-test,asset-valid,3,p0,1,287,random,78.745,6.3567,61.4357,51.5348,39.7757,8.1874,84.3357,84.6028,83.468,85.0117,78.3989,81.6446,91.5749,102.2358,63.9449,13.8008,90.8311,98.7567,38.7931,84.6709,0.9176,1.1195,0.8511,0.0669,0.1141,0.1865,8.5079
openai-text-curie-001,asset-test,asset-valid,3,p0,1,489,random,79.4999,6.4334,61.592,51.4924,39.8393,8.2396,84.0362,83.8528,82.9877,85.0683,78.7444,81.8527,94.5472,104.4406,62.8566,14.0478,90.9166,98.8854,39.0053,85.1136,0.9191,1.1047,0.8487,0.1114,0.1178,0.1873,8.5282
openai-text-curie-001,asset-test,asset-valid,3,p0,1,723,random,78.1799,6.3492,60.9652,51.3599,39.5581,8.4772,84.3532,84.5648,83.4526,85.0952,78.4393,81.7093,99.3728,127.5516,63.6947,13.5258,91.0643,98.87,39.0343,85.3721,0.9187,1.0889,0.8425,0.0557,0.1118,0.189,8.5189
openai-text-curie-001,asset-test,asset-valid,3,p1,1,287,random,69.1576,6.6222,58.9692,55.2019,40.2644,7.2393,68.3516,75.4644,70.9607,68.746,70.0621,69.3949,119.9255,137.2282,53.6207,14.1943,91.0958,98.831,37.222,80.955,0.9332,1.1602,0.8131,0.0,0.2101,0.2478,8.494
openai-text-curie-001,asset-test,asset-valid,3,p1,1,489,random,68.4293,6.2569,58.8851,55.1175,40.0865,7.5809,67.9704,75.7658,70.9728,68.1935,70.1905,69.1768,123.6514,131.6624,52.1291,14.9737,91.1126,98.8814,37.5081,81.3433,0.9455,1.1184,0.8141,0.0,0.2201,0.247,8.5109
openai-text-curie-001,asset-test,asset-valid,3,p1,1,723,random,68.6133,6.349,59.5716,55.1599,40.3602,7.4386,68.1237,75.8893,71.043,68.2628,70.4691,69.3492,128.2409,157.4442,52.3204,15.2947,91.0856,98.7336,37.1205,81.203,0.9483,1.1509,0.8159,0.0,0.2199,0.2453,8.483
openai-text-curie-001,asset-test,asset-valid,3,p2,1,287,random,76.4263,6.6535,61.1306,51.7824,39.8555,8.335,82.9565,84.1302,82.6506,83.3938,77.944,80.6241,99.8735,152.262,63.4002,13.25,90.9215,98.7575,39.131,85.0765,0.9292,1.1003,0.8389,0.0669,0.1311,0.1903,8.5344
openai-text-curie-001,asset-test,asset-valid,3,p2,1,489,random,78.8802,6.564,60.7352,52.3869,39.8954,8.3775,84.0478,83.8047,83.0535,84.2913,77.2627,80.7127,97.2474,96.2778,62.8827,15.0055,91.7757,99.0617,39.5842,85.5446,0.9059,1.0761,0.8423,0.0724,0.1165,0.2009,8.5249
openai-text-curie-001,asset-test,asset-valid,3,p2,1,723,random,77.2498,6.9033,60.3565,52.2893,39.8497,8.2834,83.6612,83.4321,82.5327,84.0513,76.9979,80.4643,97.9701,128.9016,62.7878,13.8432,91.2539,98.8297,38.8167,84.8442,0.9054,1.0875,0.8356,0.0585,0.1206,0.2011,8.4939
openai-text-curie-001,med-easi-test,med-easi-validation,3,p0,1,287,random,18.3289,4.1034,44.8347,58.7231,35.8871,10.278,39.1883,40.4806,39.7591,67.8005,63.042,65.3358,80.991,124.3973,56.6596,15.4033,88.4182,98.6071,30.0201,78.5303,1.1552,1.0785,0.7285,0.03,0.2984,0.2694,8.8749
openai-text-curie-001,med-easi-test,med-easi-validation,3,p0,1,489,random,19.133,4.2458,48.4886,64.5874,39.1073,10.1383,40.0903,40.8786,40.4479,68.1454,63.51,65.7527,90.1963,172.377,57.4916,14.6147,89.3547,98.7145,30.1939,78.694,1.0832,1.0456,0.7269,0.03,0.2829,0.2876,8.8459
openai-text-curie-001,med-easi-test,med-easi-validation,3,p0,1,723,random,19.3139,4.523,47.4102,62.3996,38.1109,10.4415,38.3606,39.9671,39.0881,66.8317,62.6248,64.6107,83.7291,166.2973,55.894,15.5539,87.8322,98.3781,30.0204,77.8219,1.1542,1.0773,0.7253,0.0433,0.2976,0.274,8.8998
openai-text-curie-001,med-easi-test,med-easi-validation,3,p1,1,287,random,17.051,3.8348,44.0493,63.9568,37.2803,9.4764,33.0248,37.1423,35.049,56.2504,55.801,55.9731,101.9815,158.6201,48.7982,16.2164,88.4289,98.4001,28.8406,75.6078,1.1306,1.0716,0.6925,0.0,0.3616,0.318,8.8623
openai-text-curie-001,med-easi-test,med-easi-validation,3,p1,1,489,random,17.0856,3.8889,45.8294,67.1972,38.9718,9.2886,33.2264,37.5012,35.3347,54.2837,54.6633,54.4289,94.2971,114.957,51.7957,15.298,89.0214,98.5957,28.6195,75.4207,1.1676,1.1053,0.6802,0.0,0.3823,0.3302,8.8265
openai-text-curie-001,med-easi-test,med-easi-validation,3,p1,1,723,random,16.2894,3.8711,43.4924,64.1133,37.1589,9.5478,32.7174,38.4681,35.5548,55.4736,56.9525,56.1602,108.9175,362.2031,50.3363,16.2511,88.15,98.5877,28.5161,74.6169,1.1555,1.112,0.6882,0.0,0.3774,0.3089,8.8885
openai-text-curie-001,med-easi-test,med-easi-validation,3,p2,1,287,random,18.527,4.5218,45.3684,60.8771,36.9224,10.2698,37.7245,40.6488,39.1204,65.5935,62.5567,63.9922,76.3321,102.6674,57.442,14.946,88.2715,98.4758,29.749,78.2795,1.1697,1.0918,0.7173,0.02,0.3212,0.2739,8.8985
openai-text-curie-001,med-easi-test,med-easi-validation,3,p2,1,489,random,18.3644,4.0675,47.3184,64.2188,38.5349,10.2725,37.9997,39.9636,38.9238,65.5415,62.1945,63.8008,86.4833,127.1519,54.8724,15.3969,87.7435,97.9269,29.7729,78.2085,1.1068,1.0957,0.7183,0.0167,0.3188,0.2805,8.8989
openai-text-curie-001,med-easi-test,med-easi-validation,3,p2,1,723,random,18.958,4.4476,48.2988,64.8985,39.215,9.9209,38.8245,41.0931,39.8808,65.48,61.8189,63.5513,74.8535,88.4205,55.9928,15.074,87.7745,98.2082,29.0755,76.385,1.1259,1.1357,0.7151,0.0267,0.3216,0.2864,8.8597
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,52.4923,5.0438,59.5868,47.9964,37.5423,8.0704,69.7243,67.3521,68.0101,75.7799,69.9171,72.8078,63.7358,49.8275,66.1421,10.6708,91.7548,99.539,30.0732,80.5371,0.9579,1.1615,0.7675,0.0312,0.2016,0.2567,8.5653
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,53.4014,4.6149,60.7912,49.8729,38.4263,7.9922,72.1134,67.9745,69.6079,76.8216,69.6641,73.2014,72.811,68.9794,64.9439,11.48,92.1654,99.4503,30.6335,81.1058,0.914,1.1263,0.7736,0.0508,0.1856,0.2702,8.5781
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,52.69,4.6192,60.3573,47.6289,37.5351,8.1735,71.445,68.2068,69.3499,77.4711,70.802,74.0936,67.9134,49.5939,64.8208,11.2974,92.2015,99.3977,30.3079,80.5112,0.9393,1.1322,0.7827,0.0547,0.1871,0.2551,8.5819
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,45.8177,4.1805,55.6275,50.6822,36.83,7.0128,58.9483,61.0166,59.5355,63.739,63.0428,63.3887,98.8916,105.4443,55.7689,14.9779,90.6618,98.9923,29.1323,77.3811,0.9575,1.2338,0.7333,0.0,0.2834,0.3178,8.5231
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,46.5937,5.1031,56.7206,50.9514,37.5917,6.9104,59.0487,60.9526,59.6128,63.6241,62.4611,63.0426,92.7083,79.3878,55.5518,15.4425,90.7689,98.9721,28.8022,76.6057,0.9558,1.2689,0.7386,0.0,0.2887,0.3186,8.5696
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,48.2002,4.634,57.6575,50.6709,37.6542,7.1556,60.3362,62.4708,60.8796,64.7916,64.0942,64.4331,87.1864,69.4801,56.4245,15.3784,91.3089,99.6448,29.6763,77.2447,0.9635,1.2282,0.7469,0.0,0.2725,0.3016,8.5792
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,50.9052,3.8155,58.8544,47.6753,36.7817,8.1872,71.3883,67.7956,69.1276,77.2945,70.9517,74.0837,74.0865,85.1279,64.7975,12.4393,91.8332,99.3277,30.1749,80.6099,0.9367,1.1406,0.7727,0.0391,0.1946,0.2663,8.5408
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,51.9696,4.7183,60.3373,49.7696,38.2751,8.3848,71.9843,68.2389,69.6601,77.6328,70.8395,74.1978,78.4855,91.0898,63.0678,13.695,91.6705,99.3152,30.3985,80.63,0.9297,1.1165,0.7848,0.0391,0.1879,0.2622,8.615
openai-text-curie-001,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,51.3945,4.6432,59.5516,48.3965,37.5305,8.1075,70.4204,67.8974,68.7218,76.1941,70.853,73.4829,69.4409,66.2281,65.1772,11.255,91.6517,99.3687,30.0425,79.8852,0.9411,1.1547,0.7715,0.0508,0.2044,0.2639,8.5648
openai-text-davinci-002,asset-test,asset-valid,3,p0,1,287,random,82.838,8.1033,63.1716,57.2974,42.8574,7.6825,86.9616,86.4436,85.6241,85.7098,76.1469,80.8396,108.3509,137.3472,68.4017,11.584,91.9287,98.9989,39.7198,86.0465,0.8648,1.1281,0.829,0.0279,0.1043,0.2241,8.4922
openai-text-davinci-002,asset-test,asset-valid,3,p0,1,489,random,82.9454,8.2884,62.6896,56.3893,42.4557,7.6518,87.0932,86.5492,85.7333,85.8817,77.2756,81.5002,114.1313,134.2678,67.4582,12.0347,92.03,99.0295,39.4269,86.2305,0.8722,1.1253,0.8313,0.0362,0.1087,0.2208,8.5166
openai-text-davinci-002,asset-test,asset-valid,3,p0,1,723,random,83.2694,7.4098,62.4989,55.9609,41.9566,7.7307,87.2312,86.2596,85.6085,85.619,75.5008,80.4668,110.7266,147.4142,67.9782,11.8485,92.4067,99.1682,39.6137,86.548,0.8568,1.1237,0.8249,0.0446,0.0974,0.2272,8.5033
openai-text-davinci-002,asset-test,asset-valid,3,p1,1,287,random,73.3576,7.8692,60.8539,56.7957,41.8396,7.4298,70.7059,78.2255,73.6879,70.1259,71.0724,70.5836,129.2875,125.4837,56.9913,13.833,92.1821,99.1441,37.569,81.8646,0.9176,1.126,0.822,0.0,0.2016,0.2515,8.4959
openai-text-davinci-002,asset-test,asset-valid,3,p1,1,489,random,73.7481,7.9191,61.2369,58.1368,42.431,7.2431,70.0403,77.4221,72.7837,69.3983,70.3219,69.8438,133.376,151.8336,56.3734,14.5714,92.3915,98.8965,37.8389,81.5937,0.9036,1.1038,0.8081,0.0028,0.2027,0.2604,8.4851
openai-text-davinci-002,asset-test,asset-valid,3,p1,1,723,random,74.5718,7.8016,61.2707,57.8974,42.3232,7.21,70.2959,77.8887,73.1227,69.7793,70.3814,70.0698,133.6401,138.7644,56.4453,13.4133,92.3619,99.1775,37.8219,81.6965,0.8985,1.1126,0.8129,0.0,0.2005,0.2642,8.508
openai-text-davinci-002,asset-test,asset-valid,3,p2,1,287,random,81.2315,9.61,63.5497,56.2177,43.1258,7.7546,86.3525,87.4535,85.8698,84.6112,78.1298,81.3188,97.7926,117.1814,67.6956,12.1775,90.9154,98.865,38.0725,84.6529,0.912,1.1739,0.8321,0.0446,0.1372,0.2024,8.4579
openai-text-davinci-002,asset-test,asset-valid,3,p2,1,489,random,81.5618,9.098,63.7757,55.6573,42.8437,7.7674,86.4517,87.2814,85.9112,85.5977,79.6049,82.5573,105.1138,153.6777,67.0857,11.7436,91.5987,99.1769,38.4123,85.1878,0.912,1.156,0.8428,0.0501,0.1297,0.1958,8.4701
openai-text-davinci-002,asset-test,asset-valid,3,p2,1,723,random,81.2345,9.3314,63.3883,55.347,42.6889,7.7065,86.3599,86.6871,85.6243,84.4681,78.0941,81.2336,100.7745,150.4125,68.0564,11.9645,91.3783,98.9255,38.0965,85.3563,0.911,1.1799,0.8272,0.0446,0.1323,0.2038,8.4639
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p0,1,287,random,20.7755,3.9309,47.1508,55.3742,35.4853,9.9357,43.6671,42.8784,43.1939,77.9213,69.179,73.4116,105.1201,203.0389,58.1775,14.6891,90.0289,98.7881,33.3044,82.2505,0.9982,1.0213,0.7805,0.0933,0.1927,0.248,8.8988
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p0,1,489,random,23.7563,5.0089,51.6344,57.9822,38.2085,9.9801,43.8508,44.2256,43.9732,78.6416,71.0168,74.6797,100.2413,189.9868,57.8166,14.6228,89.3155,98.5459,32.3987,81.1848,0.9974,1.0438,0.7931,0.11,0.1922,0.2337,8.9022
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p0,1,723,random,20.6277,4.4401,45.9684,53.6249,34.6778,10.1561,42.8753,42.742,42.7258,77.6662,69.8441,73.6116,100.1115,162.817,58.0968,14.7799,90.0601,99.0704,32.9964,81.5167,0.9953,1.0219,0.7801,0.0833,0.1944,0.2477,8.9069
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p1,1,287,random,19.8544,4.4945,45.1805,56.9745,35.5498,9.7435,35.9252,40.8605,38.3473,62.2548,62.3429,62.2379,117.4484,142.3829,49.8803,15.3177,89.3425,98.9199,30.65,77.8465,1.0893,1.0652,0.7569,0.0,0.3019,0.2768,8.8725
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p1,1,489,random,21.7814,4.0022,47.9735,56.012,35.9959,9.8453,35.9603,40.8863,38.3729,64.0693,64.4799,64.2235,135.7439,212.2719,49.1203,15.3371,90.2977,99.04,32.0886,79.1192,1.0464,1.0243,0.7805,0.0,0.2684,0.2646,8.9231
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p1,1,723,random,21.3801,4.7907,47.0257,56.3515,36.056,9.4779,36.6321,42.007,39.2772,63.1287,64.0973,63.5656,109.0051,101.4404,50.831,15.2107,89.9376,98.8134,31.281,77.817,1.0637,1.0663,0.7671,0.0,0.288,0.2659,8.8849
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p2,1,287,random,22.0607,4.7917,47.7684,53.0972,35.2191,10.3639,42.5478,45.2172,43.8249,74.7061,72.0867,73.2839,80.7906,111.3882,57.887,15.1815,88.9952,98.7509,31.008,80.2638,1.1415,1.0832,0.7729,0.0667,0.2444,0.214,8.8455
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p2,1,489,random,22.9221,4.8615,51.17,59.1582,38.3966,9.847,43.1941,45.1867,44.1283,74.0632,70.1116,72.0043,87.673,123.2557,57.4632,15.0902,88.9502,98.6182,30.9103,79.4762,1.0498,1.0899,0.7731,0.0933,0.2546,0.2324,8.92
openai-text-davinci-002,med-easi-test,med-easi-validation,3,p2,1,723,random,21.0115,4.3143,47.0018,54.8909,35.4024,9.9421,42.5921,43.6794,43.0577,74.7587,69.2917,71.904,97.4515,200.0987,57.7705,14.646,89.1522,98.8026,31.5672,80.5964,1.1072,1.0955,0.7707,0.0667,0.2381,0.2363,8.8478
